9.999999953483793558e-01,4.866795633970500024e-12,4.636750481701427603e-09,1.000325454663883964e-11,4.651620655043650148e-09
1.000000000000000000e+00,1.377591643977246791e-22,1.009749091312304862e-21,7.568553469594755072e-22,-0.000000000000000000e+00
1.000000000000000000e+00,1.239470060156444926e-20,2.194081941845209976e-20,1.962577624333928410e-20,-0.000000000000000000e+00
1.000000000000000000e+00,4.592440380986010643e-19,1.254561479872097070e-18,8.982454277141421732e-19,-0.000000000000000000e+00
9.999999999379489690e-01,4.469256898972308878e-13,6.062958459042972798e-11,9.745615343799449251e-13,6.205103098203993362e-11
1.000000000000000000e+00,1.241685038082910499e-23,3.289713442928020715e-24,4.626716029917512677e-24,-0.000000000000000000e+00
1.000000000000000000e+00,4.572936621717154083e-23,2.212611777463764518e-22,2.057317324641257914e-22,-0.000000000000000000e+00
1.000000000000000000e+00,5.638491831386748224e-24,1.648273648806071870e-24,2.380012459664293498e-24,-0.000000000000000000e+00
1.000000000000000000e+00,8.645919267554252972e-22,2.749506623508685663e-21,2.552517976714583208e-21,-0.000000000000000000e+00
1.000000000000000000e+00,7.407197772825261098e-19,2.264995841879106159e-22,3.232710913637698224e-22,-0.000000000000000000e+00
1.000000000000000000e+00,1.261904401350172967e-21,5.427006986963517176e-21,4.501595547214826153e-21,-0.000000000000000000e+00
1.000000000000000000e+00,5.520120228564775791e-18,1.920954296152463658e-21,2.512499074042400902e-21,-0.000000000000000000e+00
9.999999999999985567e-01,9.768589018343714565e-17,1.023407313642046839e-15,3.317024581863375318e-16,1.443289932012704489e-15
1.000000000000000000e+00,1.017983806344852199e-17,7.447309660722274565e-17,3.290247510801617870e-17,-0.000000000000000000e+00
1.000000000000000000e+00,1.272209630911990585e-20,5.305188318953944902e-20,3.985403028963506221e-20,-0.000000000000000000e+00
1.000000000000000000e+00,1.709213402630929595e-21,1.060585693617965708e-20,7.493325057064214346e-21,-0.000000000000000000e+00
1.000000000000000000e+00,2.596993580190077562e-21,1.583287615917204647e-20,1.103866987430929545e-20,-0.000000000000000000e+00
1.000000000000000000e+00,2.309824317157082920e-20,7.467869560988050545e-21,7.515342086142764926e-21,-0.000000000000000000e+00
1.000000000000000000e+00,1.840396693060409417e-21,3.432629230167151145e-21,3.323713817745461919e-21,-0.000000000000000000e+00
1.000000000000000000e+00,2.610988769614751509e-20,1.110169251947911173e-19,7.996406336405016312e-20,-0.000000000000000000e+00
9.999999999999886757e-01,9.810786283173518096e-16,7.856649674731945496e-15,2.554993367263708464e-15,1.132427485117666140e-14
1.000000000000000000e+00,2.115547215001307515e-21,1.786630696240170602e-20,1.117763413101836570e-20,-0.000000000000000000e+00
