9.927711185729545251e-01,2.140763265900586738e-16,2.738371270690042398e-20,7.228881427045206857e-03,7.255136396278988493e-03
9.927523439494080337e-01,2.306479782235838290e-16,2.835424182889357933e-20,7.247656050591941117e-03,7.274047906418688002e-03
9.927369740093874295e-01,2.485468726465863176e-16,2.933316559817835368e-20,7.263025990612554002e-03,7.289530175582152778e-03
9.927236494604010364e-01,2.679486665547624962e-16,3.033111222742176189e-20,7.276350539598813554e-03,7.302952299223473831e-03
9.927108317858023279e-01,2.889690754977623652e-16,3.136638647491231132e-20,7.289168214197444019e-03,7.315864006680918019e-03
9.926973548954385329e-01,3.115743317311944646e-16,3.245512527067389144e-20,7.302645104561038616e-03,7.329439945829763561e-03
9.926834939884339182e-01,3.355588095072628264e-16,3.358495881404364850e-20,7.316506011565734012e-03,7.343402916221698079e-03
9.926704246113249308e-01,3.607655101858177273e-16,3.473526317269406336e-20,7.329575388674648521e-03,7.356568706952243235e-03
9.926584917246795703e-01,3.871948902093182198e-16,3.591647613215501964e-20,7.341508275320015112e-03,7.368589774642655618e-03
9.926474601127628361e-01,4.150506674599329536e-16,3.715587790203983002e-20,7.352539887236803073e-03,7.379703035958008750e-03
9.926374562635850163e-01,4.448383974516201852e-16,3.847039912597068428e-20,7.362543736414630703e-03,7.389781034431058479e-03
9.926283858910055491e-01,4.771666083845139785e-16,3.986522886564538621e-20,7.371614108994004218e-03,7.398918725098909722e-03
9.926195448443040359e-01,5.125040540351858442e-16,4.133434942716871460e-20,7.380455155695594613e-03,7.407825468246398946e-03
9.926096435455991074e-01,5.511208253921076706e-16,4.287592338766400956e-20,7.390356454400316688e-03,7.417800436137175421e-03
9.925967595025663170e-01,5.930252481834562320e-16,4.451180652628809592e-20,7.403240497433095750e-03,7.430780490012871969e-03
9.925794116250272747e-01,6.378594272175217088e-16,4.626315729866470763e-20,7.420588374972132001e-03,7.448257908684112125e-03
9.925585407035737440e-01,6.849249384963982711e-16,4.811321905100596882e-20,7.441459296425604643e-03,7.469285083576232727e-03
9.925371763711421380e-01,7.344533389211492142e-16,5.003237237409999386e-20,7.462823628857255705e-03,7.490809821399871914e-03
9.925176823040120500e-01,7.884578231593072594e-16,5.201737316551464456e-20,7.482317695986975999e-03,7.510450656055419304e-03
9.925009486975443496e-01,8.489375171932691852e-16,5.406897796775667290e-20,7.499051302454750115e-03,7.527310554704988270e-03
9.924867295156800662e-01,9.167731482912686375e-16,5.618793218543009709e-20,7.513270484318975394e-03,7.541637275238917935e-03
9.924733070805288326e-01,9.922505660887217244e-16,5.839805415360330592e-20,7.526692919470011171e-03,7.555161411648691171e-03
9.924584885110263599e-01,1.075386259566162583e-15,6.072623129180233761e-20,7.541511488972515997e-03,7.570092473295906427e-03
9.924413306177979344e-01,1.166416679284130556e-15,6.317603458075624992e-20,7.558669382200890359e-03,7.587380895677227170e-03
9.924225405125994826e-01,1.266407314658870012e-15,6.573777263873379887e-20,7.577459487399109718e-03,7.606314290024631351e-03
9.924034439928685059e-01,1.377179620360794307e-15,6.841349413840897214e-20,7.596556007130152340e-03,7.625556802850080168e-03
9.923844031268529431e-01,1.499498754441206470e-15,7.121010447625809046e-20,7.615596873145462700e-03,7.644743605151171212e-03
9.923659950597617518e-01,1.632266380377012460e-15,7.409787506240213494e-20,7.634004940236365118e-03,7.663293108512942396e-03
9.923508141593410103e-01,1.775209490409134229e-15,7.701431959428795367e-20,7.649185840657404117e-03,7.678590908532089733e-03
9.923409473575649509e-01,1.930600648215894561e-15,7.994381166887816659e-20,7.659052642433246752e-03,7.688533814496086895e-03
9.923361365432108450e-01,2.102536986722859392e-15,8.295588998130670066e-20,7.663863456787141024e-03,7.693381771267633097e-03
9.923345411567131569e-01,2.296430194754259660e-15,8.616312139254119032e-20,7.665458843284600129e-03,7.694989480310361965e-03
9.923337831757865768e-01,2.518506325215966694e-15,8.965885444245762970e-20,7.666216824210925207e-03,7.695753316682703987e-03
9.923326928696851734e-01,2.774661611372802680e-15,9.347079734404488187e-20,7.667307130312120411e-03,7.696852046483971740e-03
9.923311435877668618e-01,3.065409144285964134e-15,9.753898127224152646e-20,7.668856412230255944e-03,7.698413300223624911e-03
9.923305409439137081e-01,3.385075567831486239e-15,1.017354809989240395e-19,7.669459056082954251e-03,7.699020601566569991e-03
9.923353298857618965e-01,3.732819127520358468e-15,1.059559225044670193e-19,7.664670114234421565e-03,7.694194658904296262e-03
9.923492710389246740e-01,4.115647190106458598e-15,1.101805030639233191e-19,7.650728961071154820e-03,7.680145924756299515e-03
9.923732956739961253e-01,4.541128153589120724e-15,1.144013596160669464e-19,7.626704325999279430e-03,7.655936359675962963e-03
9.924075642125451679e-01,5.018909959775046203e-15,1.185963191821066834e-19,7.592435787449852529e-03,7.621405052724114504e-03
9.924512241263104828e-01,5.568338805087804453e-15,1.228350473925540859e-19,7.548775873683914901e-03,7.577412085537873175e-03
9.925018780554837328e-01,6.213555731330871373e-15,1.272507749078677619e-19,7.498121944510106364e-03,7.526374175243097549e-03
9.925558344756476581e-01,6.962118661628943200e-15,1.318666452699591487e-19,7.444165524345382201e-03,7.472011604485984462e-03
9.926106992070361512e-01,7.807323614218712320e-15,1.366288835867922121e-19,7.389300792956069418e-03,7.416736915464623540e-03
9.926679082590645908e-01,8.765864747888503295e-15,1.415934531605824470e-19,7.332091740926668759e-03,7.359103642402467678e-03
9.927306345810757993e-01,9.885398023143337388e-15,1.468635399931902249e-19,7.269365418914318887e-03,7.295916004577017965e-03
9.928021603834068509e-01,1.121700753422633420e-14,1.523990664757874662e-19,7.197839616581946237e-03,7.223869043133331058e-03
