
         0	-0.04140009	-0.06201572	0.00240812	0.00595144	
         0	-0.03463559	-0.08971797	0.00756203	0.00208601	
         1	-0.01949598	-0.04977519	0.00981687	0.00047541	
         2	-0.00467850	0.00047541	0.00595144	-0.00177943	
         3	0.00111965	0.02109104	0.00627356	-0.00210154	
         4	0.00627356	0.01754773	0.00852839	-0.00467850	
         5	0.01271594	0.03236521	0.00466296	-0.00532274	
         6	0.01625925	0.01786985	0.00111965	-0.00628909	
         7	0.00691779	-0.03205863	0.00144177	-0.00854393	
         8	-0.00339002	-0.00757757	0.00111965	-0.00628909	
         9	-0.01079876	0.00723991	-0.00564486	-0.00242366	
        10	-0.00661121	0.01336018	-0.00532274	-0.00306790	
        11	-0.00693333	0.01368230	-0.00532274	-0.00339002	
        12	-0.00177943	0.01078323	-0.00628909	0.00015329	
        13	-0.00177943	0.00595144	-0.00628909	0.00305236	
        14	-0.00403426	0.00530720	-0.00918817	0.00627356	
        15	-0.01208724	-0.00145731	-0.00435638	0.01142746	
        16	-0.00822181	-0.00596698	-0.00306790	0.01046111	
        17	-0.00951029	-0.00951029	-0.00210154	0.00788415	
        18	-0.01144300	-0.01047664	-0.00081307	0.00659567	
        19	-0.00661121	-0.00757757	0.00079753	0.00756203	
        20	-0.00822181	-0.00242366	-0.00113519	0.00273024	
        21	-0.00435638	0.00434084	-0.00049095	0.00305236	
        22	-0.00306790	0.00466296	-0.00016883	0.00240812	
        23	0.00434084	0.00788415	0.00369660	0.00047541	
        24	0.01110534	0.01078323	0.00466296	-0.00274578	
        24	0.01046111	0.01239382	0.00176389	-0.00693333	
        25	0.00949475	0.01303806	0.00047541	-0.01144300	
        26	0.00627356	0.01078323	-0.00113519	-0.01401996	
        27	0.00562932	0.01239382	0.00015329	-0.01337572	
        28	0.01368230	0.01400442	0.00273024	-0.01015453	
        29	0.01819197	0.01432654	-0.00049095	-0.00789969	
        30	0.01625925	0.01078323	-0.00113519	-0.00854393	
        31	0.02463435	0.01013899	-0.00016883	-0.00532274	
        32	0.01754773	0.01078323	-0.00113519	0.00047541	
        33	0.01013899	0.00562932	-0.00371214	0.00273024	
        34	0.00852839	0.00498508	-0.00628909	0.00756203	
        35	0.00434084	-0.00210154	-0.00628909	0.00691779	
        36	0.00240812	-0.00145731	-0.00339002	0.01497078	
        37	-0.00145731	-0.00564486	-0.00274578	0.01432654	
        38	-0.00467850	-0.00628909	-0.00242366	0.01046111	
        39	-0.00339002	-0.00693333	-0.00306790	0.00949475	
        40	-0.00532274	-0.00242366	0.00144177	0.01207170	
        41	-0.00757757	-0.00339002	0.00144177	0.00691779	
        42	-0.01627479	-0.00435638	0.00466296	0.00273024	
        43	-0.01885174	0.00047541	0.00401872	0.00305236	
        44	-0.01820751	0.00273024	0.00305236	0.00240812	
        45	-0.00532274	0.01046111	0.00208601	-0.00274578	
        46	0.00401872	0.01142746	0.00176389	-0.00274578	
        47	0.00240812	0.00885051	-0.00435638	-0.00564486	
        48	0.00434084	0.00820627	-0.00306790	-0.00789969	
        49	0.00176389	0.00595144	-0.00113519	-0.00886605	
        50	0.00144177	0.00498508	-0.00210154	-0.00725545	
        51	-0.00145731	-0.00532274	0.00015329	-0.00306790	
        52	-0.00274578	-0.00596698	-0.00049095	-0.00500062	
        53	-0.01273148	-0.01595267	0.00111965	-0.00725545	
        54	-0.01981810	-0.02239506	0.00208601	-0.00274578	
        55	-0.01820751	-0.02239506	0.00144177	0.00273024	
        56	-0.01852963	-0.02464989	0.00047541	0.00562932	
        57	-0.01047664	0.00144177	0.00305236	0.00498508	
        58	-0.00081307	0.01110534	-0.00145731	0.00369660	
        59	-0.00113519	0.00562932	0.00144177	0.00208601	
        60	0.00111965	0.01625925	0.00466296	0.00208601	
        61	0.00691779	0.05491356	-0.00628909	0.00176389	
        62	0.00981687	0.02849978	-0.00016883	0.00144177	
        63	0.00917263	-0.00210154	0.00305236	-0.00339002	
        64	0.00852839	0.00047541	-0.00145731	-0.00467850	
        65	0.00498508	-0.00693333	-0.00306790	-0.00661121	
        66	-0.00435638	-0.02046234	-0.00210154	-0.00983241	
        67	-0.00918817	-0.02722684	0.00015329	-0.01466419	
        68	-0.00306790	-0.02110658	-0.00081307	-0.01079876	
        69	-0.00596698	-0.01466419	-0.00210154	-0.00983241	
        70	-0.00693333	-0.01563055	-0.00145731	-0.00757757	
        71	-0.00983241	-0.00983241	-0.00242366	-0.00596698	
        72	-0.00661121	-0.00403426	-0.00467850	-0.00016883	
        73	-0.00403426	0.00144177	-0.00757757	0.00305236	
        74	-0.01369784	-0.02787108	-0.00113519	0.00369660	
        75	-0.00854393	-0.02175082	-0.00274578	0.00337448	
        76	0.00466296	0.02656707	-0.00725545	0.00595144	
        77	0.01819197	0.02141316	-0.00177943	0.00595144	
        78	0.01851409	0.03977396	-0.00016883	0.00530720	
        79	0.01819197	0.03268733	0.00144177	0.00498508	
        80	0.01303806	-0.01401996	0.00144177	0.00562932	
        81	-0.00500062	-0.02626049	0.00401872	0.00562932	
        82	-0.01788539	-0.00081307	0.00144177	0.00627356	
        83	-0.02303929	0.01883621	0.00627356	0.00305236	
        84	-0.02239506	0.00659567	0.00434084	-0.00049095	
        85	-0.01563055	0.01336018	0.00111965	-0.00210154	
        86	-0.01595267	0.01432654	0.00305236	-0.00725545	
        87	-0.00274578	0.02849978	-0.00081307	-0.00467850	
        88	-0.00274578	0.01368230	0.00015329	-0.00822181	
        89	-0.00242366	-0.02303929	0.00627356	-0.00951029	
        90	-0.00371214	-0.03044804	0.00305236	-0.00822181	
        91	0.00015329	-0.00306790	-0.00145731	-0.00113519	
        92	0.00240812	-0.01273148	-0.00371214	-0.00242366	
        93	0.00788415	-0.02175082	-0.00596698	-0.00016883	
        94	0.01110534	-0.01820751	-0.00500062	0.00240812	
        95	0.00756203	0.00434084	-0.00661121	0.00820627	
        96	0.00466296	-0.00339002	-0.00339002	0.01110534	
        97	-0.00081307	-0.05686181	0.00176389	0.00917263	
        98	0.00498508	-0.05815029	0.00305236	0.00369660	
        99	0.00981687	-0.02754896	0.00176389	0.00756203	
       100	0.00788415	-0.01724115	0.00273024	0.00369660	
       101	0.00434084	-0.01208724	0.00562932	0.00401872	
       102	0.00015329	-0.01563055	0.00079753	0.00401872	
       103	0.01110534	0.01400442	0.00208601	0.00176389	
       104	0.00788415	0.02721131	0.00079753	-0.00371214	
       105	0.00917263	0.02753343	0.00079753	-0.00371214	
       106	0.00756203	0.03011038	-0.00081307	-0.00854393	
       107	0.00498508	0.02431223	-0.00274578	-0.00854393	
       108	0.00015329	0.00562932	-0.00113519	-0.00854393	
       109	-0.00274578	-0.05041943	-0.00242366	-0.00596698	
       110	-0.00983241	-0.01273148	-0.00661121	-0.00177943	
       111	-0.00274578	0.00756203	-0.00435638	0.00047541	
       112	0.00111965	0.01368230	-0.00403426	-0.00016883	
       113	0.00079753	0.00852839	-0.00339002	-0.00242366	
       114	-0.00242366	-0.00500062	-0.00306790	-0.00210154	
       115	-0.00403426	-0.02400565	0.00208601	0.00144177	
       116	0.00273024	-0.00145731	-0.00049095	0.00305236	
       117	0.00659567	0.01239382	-0.00435638	0.00627356	
       118	0.00595144	0.00917263	-0.00371214	0.00627356	
       119	0.00788415	0.00756203	-0.00210154	0.00659567	
       120	0.01174958	0.00885051	0.00079753	0.00498508	
       121	0.01368230	0.01336018	-0.00049095	0.00273024	
       122	0.01078323	0.01368230	-0.00177943	0.00208601	
       123	0.00756203	0.01239382	0.00144177	0.00369660	
       124	0.00691779	0.00788415	0.00176389	-0.00274578	
       125	0.00208601	0.00885051	0.00240812	-0.00339002	
